iter	Passed	Remaining
1655	8139	1690
1656	8141	1685
1657	8143	1679
1658	8145	1674
1659	8147	1668
1660	8149	1663
1661	8152	1657
1662	8154	1652
1663	8155	1646
1664	8157	1641
1665	8159	1635
1666	8161	1630
1667	8163	1624
1668	8165	1619
1669	8167	1614
1670	8169	1608
1671	8171	1603
1672	8173	1597
1673	8175	1592
1674	8177	1586
1675	8179	1581
1676	8181	1575
1677	8183	1570
1678	8185	1564
1679	8187	1559
1680	8189	1554
1681	8191	1548
1682	8193	1543
1683	8195	1537
1684	8197	1532
1685	8199	1527
1686	8201	1521
1687	8203	1516
1688	8205	1510
1689	8207	1505
1690	8209	1500
1691	8211	1494
1692	8213	1489
1693	8216	1484
1694	8218	1478
1695	8220	1473
1696	8222	1468
1697	8225	1462
1698	8227	1457
1699	8229	1452
1700	8231	1446
1701	8233	1441
1702	8235	1436
1703	8237	1430
1704	8239	1425
1705	8241	1420
1706	8243	1415
1707	8245	1409
1708	8248	1404
1709	8249	1399
1710	8252	1393
1711	8254	1388
1712	8256	1383
1713	8259	1378
1714	8261	1372
1715	8263	1367
1716	8265	1362
1717	8267	1357
1718	8269	1351
1719	8271	1346
1720	8273	1341
1721	8275	1335
1722	8277	1330
1723	8279	1325
1724	8281	1320
1725	8283	1315
1726	8285	1309
1727	8287	1304
1728	8290	1299
1729	8292	1294
1730	8294	1288
1731	8296	1283
1732	8298	1278
1733	8301	1273
1734	8303	1268
1735	8305	1263
1736	8307	1257
1737	8309	1252
1738	8311	1247
1739	8313	1242
1740	8315	1237
1741	8317	1231
1742	8319	1226
1743	8321	1221
1744	8323	1216
1745	8325	1211
1746	8327	1205
1747	8329	1200
1748	8331	1195
1749	8333	1190
1750	8335	1185
1751	8337	1180
1752	8339	1175
1753	8341	1169
1754	8343	1164
1755	8345	1159
1756	8347	1154
1757	8349	1149
1758	8351	1144
1759	8354	1139
1760	8356	1134
1761	8358	1128
1762	8359	1123
1763	8362	1118
1764	8364	1113
1765	8366	1108
1766	8368	1103
1767	8370	1098
1768	8372	1093
1769	8374	1088
1770	8376	1083
1771	8378	1078
1772	8380	1073
1773	8382	1067
1774	8385	1062
1775	8387	1057
1776	8389	1052
1777	8391	1047
1778	8394	1042
1779	8396	1037
1780	8398	1032
1781	8401	1027
1782	8403	1022
1783	8406	1017
1784	8408	1012
1785	8410	1007
1786	8413	1002
1787	8415	997
1788	8417	992
1789	8420	987
1790	8422	982
1791	8425	977
1792	8427	972
1793	8429	967
1794	8431	962
1795	8433	957
1796	8435	952
1797	8437	947
1798	8439	942
1799	8441	937
1800	8444	933
1801	8446	928
1802	8448	923
1803	8450	918
1804	8452	913
1805	8454	908
1806	8456	903
1807	8458	898
1808	8460	893
1809	8462	888
1810	8464	883
1811	8466	878
1812	8468	873
1813	8470	868
1814	8472	863
1815	8474	858
1816	8476	853
1817	8478	848
1818	8480	843
1819	8482	838
1820	8484	834
1821	8486	829
1822	8488	824
1823	8490	819
1824	8492	814
1825	8494	809
1826	8496	804
1827	8498	799
1828	8500	794
1829	8502	789
1830	8504	784
1831	8506	780
1832	8508	775
1833	8510	770
1834	8512	765
1835	8514	760
1836	8516	755
1837	8519	750
1838	8521	746
1839	8522	741
1840	8524	736
1841	8526	731
1842	8529	726
1843	8530	721
1844	8532	716
1845	8534	711
1846	8536	707
1847	8538	702
1848	8540	697
1849	8543	692
1850	8545	687
1851	8547	683
1852	8549	678
1853	8551	673
1854	8553	668
1855	8555	663
1856	8557	659
1857	8559	654
1858	8561	649
1859	8563	644
1860	8565	639
1861	8567	634
1862	8569	630
1863	8571	625
1864	8573	620
1865	8575	615
1866	8577	611
1867	8579	606
1868	8581	601
1869	8583	596
1870	8585	591
1871	8587	587
1872	8589	582
1873	8591	577
1874	8593	572
1875	8595	568
1876	8597	563
1877	8599	558
1878	8600	553
1879	8602	549
1880	8604	544
1881	8606	539
1882	8608	534
1883	8610	530
1884	8612	525
1885	8614	520
1886	8616	516
1887	8618	511
1888	8620	506
1889	8622	501
1890	8624	497
1891	8626	492
1892	8628	487
1893	8630	483
1894	8632	478
1895	8634	473
1896	8636	468
1897	8638	464
1898	8639	459
1899	8642	454
1900	8643	450
1901	8645	445
1902	8647	440
1903	8649	436
1904	8651	431
1905	8653	426
1906	8655	422
1907	8657	417
1908	8659	412
1909	8661	408
1910	8663	403
1911	8665	398
1912	8667	394
1913	8669	389
1914	8671	384
1915	8673	380
1916	8675	375
1917	8676	370
1918	8678	366
1919	8680	361
1920	8682	357
1921	8684	352
1922	8686	347
1923	8688	343
1924	8690	338
1925	8692	333
1926	8694	329
1927	8696	324
1928	8698	320
1929	8700	315
1930	8702	310
1931	8704	306
1932	8705	301
1933	8707	297
1934	8709	292
1935	8711	287
1936	8713	283
1937	8715	278
1938	8717	274
1939	8719	269
1940	8721	265
1941	8723	260
1942	8724	255
1943	8726	251
1944	8729	246
1945	8730	242
1946	8732	237
1947	8734	233
1948	8736	228
1949	8738	224
1950	8740	219
1951	8742	214
1952	8744	210
1953	8746	205
1954	8748	201
1955	8750	196
1956	8752	192
1957	8754	187
1958	8756	183
1959	8758	178
1960	8760	174
1961	8762	169
1962	8764	165
1963	8766	160
1964	8768	156
1965	8769	151
1966	8771	147
1967	8773	142
1968	8775	138
1969	8777	133
1970	8779	129
1971	8781	124
1972	8783	120
1973	8785	115
1974	8786	111
1975	8788	106
1976	8790	102
1977	8792	97
1978	8794	93
1979	8796	88
1980	8798	84
1981	8799	79
1982	8801	75
1983	8803	70
1984	8805	66
1985	8807	62
1986	8809	57
1987	8811	53
1988	8813	48
1989	8815	44
1990	8816	39
1991	8818	35
1992	8820	30
1993	8822	26
1994	8824	22
1995	8826	17
1996	8828	13
1997	8830	8
1998	8832	4
1999	8834	0
	190
1969	12095	184
1970	12099	178
1971	12102	171
1972	12106	165
1973	12109	159
1974	12113	153
1975	12116	147
1976	12119	140
1977	12124	134
1978	12127	128
1979	12130	122
1980	12132	116
1981	12136	110
1982	12139	104
1983	12141	97
1984	12144	91
1985	12147	85
1986	12149	79
1987	12152	73
1988	12155	67
1989	12157	61
1990	12160	54
1991	12163	48
1992	12166	42
1993	12168	36
1994	12171	30
1995	12174	24
1996	12177	18
1997	12179	12
1998	12181	6
1999	12183	0
