iter	Logloss
1511	0.07031879879
1512	0.07026005939
1513	0.070219484
1514	0.07012528639
1515	0.07009272012
1516	0.07003874469
1517	0.06999709641
1518	0.06999509192
1519	0.06995472404
1520	0.06991337158
1521	0.06979527908
1522	0.06970093136
1523	0.06963502615
1524	0.06959603139
1525	0.06950217375
1526	0.06940213929
1527	0.06936582895
1528	0.06933417661
1529	0.06928220567
1530	0.06919104128
1531	0.06908261358
1532	0.06899719775
1533	0.06897732949
1534	0.06895411454
1535	0.06888442994
1536	0.06883840182
1537	0.06875882283
1538	0.06869188005
1539	0.06857363303
1540	0.06850936143
1541	0.06842526572
1542	0.06836642037
1543	0.06832285149
1544	0.06826372798
1545	0.06823510003
1546	0.06817871392
1547	0.06812350666
1548	0.06804528754
1549	0.06795983197
1550	0.06790210365
1551	0.06783427784
1552	0.06777189593
1553	0.06771765559
1554	0.06765119848
1555	0.06762388184
1556	0.06762033646
1557	0.06757394188
1558	0.0675409694
1559	0.06750648694
1560	0.06741050119
1561	0.0673757759
1562	0.06733946997
1563	0.06731015325
1564	0.06720981415
1565	0.0671609559
1566	0.06712596128
1567	0.06705757916
1568	0.06701059294
1569	0.06695592433
1570	0.06693284183
1571	0.06681957512
1572	0.0667671759
1573	0.06671256028
1574	0.06666452325
1575	0.06662708704
1576	0.06656946027
1577	0.066553314
1578	0.06651990884
1579	0.0664129823
1580	0.06633992893
1581	0.06628965783
1582	0.06627530854
1583	0.06624238021
1584	0.06617793642
1585	0.06612337378
1586	0.06606357033
1587	0.06600862356
1588	0.06597164212
1589	0.06588107819
1590	0.06579709287
1591	0.06573997826
1592	0.0656667836
1593	0.06557263456
1594	0.06555009955
1595	0.06549029168
1596	0.06542522094
1597	0.06532093909
1598	0.06529262903
1599	0.0652240703
1600	0.06510801761
1601	0.06507425924
1602	0.06497452943
1603	0.06491991821
1604	0.06487924127
1605	0.06483959306
1606	0.06477049569
1607	0.06469447091
1608	0.06466520718
1609	0.06456700943
1610	0.06453483168
1611	0.06447484721
1612	0.0644581358
1613	0.06440502575
1614	0.06438711783
1615	0.06429545894
1616	0.06426830124
1617	0.06423722287
1618	0.06417108807
1619	0.06415192625
1620	0.06408059921
1621	0.06402757304
1622	0.0640042168
1623	0.06392338832
1624	0.06389246007
1625	0.06388143981
1626	0.06386052516
1627	0.06379436829
1628	0.06373768636
1629	0.06371234771
1630	0.06369348612
1631	0.06359596389
1632	0.06353049578
1633	0.06346445811
1634	0.06337881268
1635	0.06330845698
1636	0.06327583772
1637	0.06324837979
1638	0.06318288961
1639	0.06313893219
1640	0.06303704778
1641	0.06297544294
1642	0.06291375422
1643	0.06285142971
1644	0.06276108212
1645	0.06268322505
1646	0.06261718297
1647	0.06256654983
1648	0.06251533388
1649	0.06241800592
1650	0.06233471819
1651	0.06224724488
1652	0.06219681925
1653	0.06216564375
1654	0.06216471656
1655	0.06211645436
1656	0.06204807666
1657	0.06196535849
1658	0.06191689319
1659	0.06183264295
1660	0.06181333984
1661	0.06180052702
1662	0.06171311553
1663	0.06167329954
1664	0.06165731222
1665	0.06157354324
1666	0.06152976685
1667	0.06143777683
1668	0.06138992082
1669	0.06138269319
1670	0.06135648475
1671	0.06127175768
1672	0.06124782747
1673	0.06118738382
1674	0.06118675687
1675	0.06110775186
1676	0.06106318515
1677	0.06098603009
1678	0.06097266096
1679	0.06091378028
1680	0.06086382266
1681	0.06085469209
1682	0.06084154372
1683	0.06076517015
1684	0.06073754003
1685	0.06067848274
1686	0.06064066241
1687	0.06058330055
1688	0.06057319865
1689	0.06057110586
1690	0.06050057355
1691	0.06043778103
1692	0.06040936059
1693	0.06034856815
1694	0.06030988686
1695	0.06023795495
1696	0.06018356891
1697	0.06013750987
1698	0.06010910268
1699	0.06001447239
1700	0.0599576271
1701	0.05995220086
1702	0.05993545855
1703	0.05991722832
1704	0.05984296519
1705	0.05981115832
1706	0.05976238838
1707	0.05974665272
1708	0.05969839493
1709	0.05967664582
1710	0.05961478931
1711	0.05961407406
1712	0.05954418195
1713	0.05949930177
1714	0.05945243035
1715	0.0593834875
1716	0.05933369323
1717	0.05931396626
1718	0.0592758148
1719	0.05923967223
1720	0.05917600993
1721	0.05914256062
1722	0.05913796884
1723	0.05909702257
1724	0.05904342685
1725	0.05898436956
1726	0.05891142216
1727	0.058888556
1728	0.0588540603
1729	0.0588324922
1730	0.05883184759
1731	0.05878383705
1732	0.05873483752
1733	0.05868621769
1734	0.05863969948
1735	0.05859088538
1736	0.0585605002
1737	0.0585336913
1738	0.05846923868
1739	0.05846870003
1740	0.05843276056
1741	0.05841067589
1742	0.05839489166
1743	0.05836668316
1744	0.05831393956
1745	0.05826807921
1746	0.05825914291
1747	0.05824445365
1748	0.05817061438
1749	0.05810454581
1750	0.05808503518
1751	0.05804369596
1752	0.05803138648
1753	0.05796352534
1754	0.05792200511
1755	0.05792143113
1756	0.05790541732
1757	0.05784092496
1758	0.05780291037
1759	0.05775187102
1760	0.05773546868
1761	0.05767319273
1762	0.05767246864
1763	0.05762790194
1764	0.05757099484
1765	0.05753343059
1766	0.05750499691
1767	0.05748374671
1768	0.05739693126
1769	0.05736984421
1770	0.05730105147
1771	0.05722720779
1772	0.05718205828
1773	0.05718153729
1774	0.05713510297
1775	0.05706804982
1776	0.05703096241
1777	0.05701527532
1778	0.05693943156
1779	0.05688942978
1780	0.05683877456
1781	0.05678403973
1782	0.0567425813
1783	0.05667056108
1784	0.0566567107
1785	0.05663080691
1786	0.05657815162
1787	0.05655607136
1788	0.05653762479
1789	0.05649385723
1790	0.05647669106
1791	0.05641541736
1792	0.05640112104
1793	0.05636771588
1794	0.05630484389
1795	0.05624754384
1796	0.05620630617
1797	0.05619481349
1798	0.05616150105
1799	0.0561404407
1800	0.05610813933
1801	0.05603524491
1802	0.05595066795
1803	0.05590781433
1804	0.05585357841
1805	0.05582115783
1806	0.05578204386
1807	0.0557461662
1808	0.05571516289
1809	0.05565977903
1810	0.05562259448
1811	0.0555976532
1812	0.05558405007
1813	0.05555121888
1814	0.05547822732
1815	0.05540756698
1816	0.05538781351
1817	0.0553533443
1818	0.05534224898
1819	0.05530570464
1820	0.0552369384
1821	0.05521136574
1822	0.05516313003
1823	0.05511602902
1824	0.05506928123
1825	0.05501659061
1826	0.0549845983
1827	0.05491271496
1828	0.05489409178
1829	0.05483750257
1830	0.05477800818
1831	0.05471799722
1832	0.05466101506
1833	0.0546323253
1834	0.05457418637
1835	0.05454277687
1836	0.05450386158
1837	0.05444928569
1838	0.05440631286
1839	0.0543540461
1840	0.05429855627
1841	0.05425888157
1842	0.0542187212
1843	0.05421802802
1844	0.05417331562
1845	0.05412270896
1846	0.05406957683
1847	0.05401473603
1848	0.05397574568
1849	0.05392096228
1850	0.05390826425
1851	0.05387588341
1852	0.05383577603
1853	0.05376551746
1854	0.0537154627
1855	0.0536563436
1856	0.05363318605
1857	0.05357751078
1858	0.05352927066
1859	0.05351863452
1860	0.05348282309
1861	0.05340754448
1862	0.05338624571
1863	0.05332338696
1864	0.0532664048
1865	0.0532222178
1866	0.05315739431
1867	0.05313877113
1868	0.05310648742
1869	0.05303493963
1870	0.05300031146
1871	0.05294022544
1872	0.05289001615
1873	0.05287051877
1874	0.0528479087
1875	0.05278105864
1876	0.05271248667
1877	0.05263787916
1878	0.05259644722
1879	0.05255123149
1880	0.05248439468
1881	0.05245716634
1882	0.05243583666
1883	0.05241740775
1884	0.05237144585
1885	0.05233994363
1886	0.05227794584
1887	0.05219355432
1888	0.05214279755
1889	0.05206685666
1890	0.05202781775
1891	0.05202094333
1892	0.05195172674
1893	0.05190772518
1894	0.05185609421
1895	0.05182371337
1896	0.05177754837
1897	0.0517564527
1898	0.05174487613
1899	0.0516786751
1900	0.05164319039
1901	0.05162315436
1902	0.05157226072
1903	0.0515399152
1904	0.05153382227
1905	0.05151234248
1906	0.051472032
1907	0.05143522716
1908	0.05140674932
1909	0.0513631098
1910	0.05132932052
1911	0.05125941517
1912	0.05119984131
1913	0.05115929682
1914	0.05112361343
1915	0.05110238972
1916	0.05108440233
1917	0.0510499596
1918	0.05101465151
1919	0.05096729883
1920	0.05091060366
1921	0.0508774899
1922	0.05084911361
1923	0.05080405683
1924	0.0507753494
1925	0.0507345974
1926	0.05070718804
1927	0.05065244437
1928	0.05063854984
1929	0.05062431976
1930	0.05058842886
1931	0.05056470174
1932	0.05053679788
1933	0.05047681341
1934	0.05047638072
1935	0.05040932757
1936	0.05033684817
1937	0.05029005181
1938	0.05025240809
1939	0.05023926855
1940	0.05020423419
1941	0.05018492666
1942	0.0501382495
1943	0.05010966129
1944	0.05007588967
1945	0.05005807005
1946	0.05003650637
1947	0.04999269025
1948	0.04994701534
1949	0.04987846544
1950	0.04982394695
1951	0.04981416293
1952	0.04980835257
1953	0.04977416593
1954	0.0497434187
1955	0.04966875821
1956	0.0496327481
1957	0.04960433649
1958	0.04955543851
1959	0.04953335825
1960	0.04948107384
1961	0.04946097158
1962	0.04941344229
1963	0.04938622278
1964	0.04933027378
1965	0.04932182314
1966	0.04926436415
1967	0.04921477298
1968	0.04917679812
1969	0.04913403722
1970	0.04909815957
1971	0.04905051991
1972	0.04901680127
1973	0.04895835769
1974	0.04888805939
1975	0.04884408431
1976	0.04880635229
1977	0.04874340966
1978	0.0486797032
1979	0.04862331709
1980	0.0485783177
1981	0.04855698361
1982	0.04848753301
1983	0.04844896652
1984	0.04841061196
1985	0.04838192661
1986	0.04835960794
1987	0.04831715168
1988	0.04828071772
1989	0.04822207987
1990	0.04819507229
1991	0.04815389644
1992	0.04811778919
1993	0.04807424239
1994	0.04803257645
1995	0.04798608915
1996	0.0479531829
1997	0.04794151361
1998	0.04793086864
1999	0.04791667829
727803642
88
857
1998	0.04366698954
1999	0.04363945655
