iter	Logloss
499	0.1966768161
500	0.1966553937
501	0.1963497582
502	0.1963412104
503	0.1959722436
504	0.1957301158
505	0.1955816426
506	0.1953011381
507	0.1949182901
508	0.1947477233
509	0.1944513772
510	0.1940903578
511	0.1939191552
512	0.1937439614
513	0.1935853156
514	0.1935744719
515	0.1934834665
516	0.193149097
517	0.1927859582
518	0.1927639707
519	0.1926511014
520	0.1924289831
521	0.192186714
522	0.1920770942
523	0.1915919026
524	0.1912432456
525	0.1909313934
526	0.1908348426
527	0.1904880046
528	0.1903025146
529	0.1900207386
530	0.1897285604
531	0.1896169803
532	0.1891982105
533	0.1890103715
534	0.1886698385
535	0.1884403557
536	0.188201972
537	0.1877853391
538	0.1875589999
539	0.187217884
540	0.1869911563
541	0.1867044706
542	0.1864246726
543	0.1862508386
544	0.185920796
545	0.1856068069
546	0.1853662686
547	0.1850706466
548	0.1848009858
549	0.1847806407
550	0.1843788251
551	0.1840140616
552	0.1838280241
553	0.183724144
554	0.1834276566
555	0.1831966374
556	0.1828816593
557	0.1825995477
558	0.1823328009
559	0.1819100398
560	0.1816313544
561	0.1814027547
562	0.18107084
563	0.1810602083
564	0.1809228789
565	0.1808051528
566	0.180400229
567	0.1801985088
568	0.1798857736
569	0.1796284753
570	0.1794180484
571	0.1791191945
572	0.178946791
573	0.1788314668
574	0.178571802
575	0.178341807
576	0.1780209833
577	0.1777405671
578	0.1774664029
579	0.1772070912
580	0.1769618728
581	0.1767062522
582	0.1765621058
583	0.1763078628
584	0.1762987146
585	0.1760876696
586	0.1758249847
587	0.1756519101
588	0.1753115184
589	0.1750089557
590	0.1747771418
591	0.1744743672
592	0.1744086872
593	0.1740900357
594	0.1738609767
595	0.1736921407
596	0.1734077863
597	0.1732569288
598	0.1731339222
599	0.1729430633
600	0.1727060924
601	0.1725636944
602	0.1723291254
603	0.1720241079
604	0.1718331784
605	0.1715826441
606	0.1715042308
607	0.1712674365
608	0.1709912412
609	0.170819915
610	0.170640412
611	0.1703077556
612	0.1702829953
613	0.1699180552
614	0.1696656489
615	0.1693502469
616	0.169232309
617	0.1688723315
618	0.1685511898
619	0.1685059079
620	0.1682568218
621	0.1680234183
622	0.1677677271
623	0.1675596668
624	0.1672056939
625	0.1670596225
626	0.1668441976
627	0.1668347315
628	0.1667263833
629	0.1667088992
630	0.1666354661
631	0.1663901947
632	0.1663579993
633	0.1662152481
634	0.1659143633
635	0.1657753738
636	0.1655337228
637	0.1653351639
638	0.1650905636
639	0.1649049323
640	0.1648811963
641	0.1648135913
642	0.1647348247
643	0.1644491633
644	0.1643335389
645	0.1642575273
646	0.1640226051
647	0.1638242404
648	0.1637492356
649	0.1636220081
650	0.1635891946
651	0.1633588111
652	0.1631994588
653	0.1631377878
654	0.1630071871
655	0.1628933464
656	0.1627559817
657	0.1625490163
658	0.1625120878
659	0.1623092727
660	0.162101283
661	0.1619203141
662	0.1617808654
663	0.1615104805
664	0.1612324486
665	0.1612220464
666	0.1612051628
667	0.1610138448
668	0.1607120769
669	0.1605460666
670	0.1605389316
671	0.1602394067
672	0.1599544517
673	0.1597379672
674	0.1593366814
675	0.1591185721
676	0.1590378805
677	0.1589517141
678	0.158804583
679	0.1586526659
680	0.1586452485
681	0.158629972
682	0.1584038447
683	0.1582655793
684	0.1580706055
685	0.1578636225
686	0.1577824187
687	0.1575799038
688	0.1574254259
689	0.157266939
690	0.1571453983
691	0.1570006691
692	0.156975432
693	0.1567548678
694	0.1567215775
695	0.1565209169
696	0.156308459
697	0.1560977319
698	0.1559794584
699	0.1559439781
700	0.1558063661
701	0.1555953918
702	0.1555301532
703	0.1553957555
704	0.1552089233
705	0.1549388563
706	0.154671668
707	0.1544244892
708	0.1542678037
709	0.1539560222
710	0.1536640207
711	0.1534090712
712	0.1534026074
713	0.1532523151
714	0.1532459396
715	0.1531065439
716	0.1529072079
717	0.1526335205
718	0.1525016659
719	0.1522141325
720	0.1519607019
721	0.1519186165
722	0.1517467605
723	0.1514091415
724	0.1512073153
725	0.1509385552
726	0.1508725573
727	0.1506333435
728	0.1503640712
729	0.1502300444
730	0.1501286721
731	0.1499510234
732	0.1498699786
733	0.1496281687
734	0.1494465817
735	0.1492674141
736	0.1491023222
737	0.1489035337
738	0.1488983238
739	0.1486932127
740	0.1486657857
741	0.1486075231
742	0.1482532148
743	0.1480491015
744	0.1478373589
745	0.1476955967
746	0.1474280552
747	0.147245594
748	0.1469946711
749	0.1468444053
750	0.1466011914
751	0.1464109418
752	0.1462052833
753	0.1459783171
754	0.1458190444
755	0.1455556708
756	0.1454325229
757	0.1451870572
758	0.145096564
759	0.1448620391
760	0.144761956
761	0.1444580335
762	0.1443780219
763	0.1442886412
764	0.1441511882
765	0.1441341015
766	0.1440073597
767	0.143874993
768	0.1437631038
769	0.1435868061
770	0.1434364608
771	0.1432658234
772	0.1430601914
773	0.1428809356
774	0.1427211065
775	0.1424465625
776	0.142389183
777	0.1422336101
778	0.1420863025
779	0.1419558784
780	0.1418227523
781	0.1415992035
782	0.1415943998
783	0.1414836497
784	0.1412623527
785	0.1409190734
786	0.1407541227
787	0.1406380744
788	0.1404995618
789	0.1403668418
790	0.1401830737
791	0.1399524695
792	0.1397824325
793	0.1395498768
794	0.1394526725
795	0.1393309375
796	0.1391458978
797	0.1391330938
798	0.138996877
799	0.1388362002
800	0.138709741
801	0.1385001265
802	0.1383713449
803	0.1382242933
804	0.1380949554
805	0.1380899132
806	0.137892829
807	0.137784154
808	0.1375640226
809	0.1374121408
810	0.1372144119
811	0.1370630423
812	0.1370154026
813	0.1368552115
814	0.136787006
815	0.1366675846
816	0.1365150317
817	0.1364842844
818	0.1362009366
819	0.1360593687
820	0.1359307637
821	0.1358135498
822	0.1355719518
823	0.135319572
824	0.135315042
825	0.1351189821
826	0.1348096819
827	0.1346570584
828	0.134496258
829	0.1343500629
830	0.1341621445
831	0.1340612403
832	0.1338679089
833	0.1335765255
834	0.1334508345
835	0.133270625
836	0.1331580117
837	0.133103555
838	0.133018307
839	0.1327897691
840	0.1325743707
841	0.1324433108
842	0.1323804212
843	0.1322701833
844	0.1321450751
845	0.1319604063
846	0.13167682
847	0.1316724755
848	0.1315743881
849	0.1314439641
850	0.1313130278
851	0.131109418
852	0.1311050116
853	0.1309273541
854	0.1308338408
855	0.1306482095
856	0.1304771571
857	0.1303753698
858	0.1302555157
859	0.130113568
860	0.129939787
861	0.1296988425
862	0.1294849629
863	0.1294425331
864	0.1292732203
865	0.1290916068
866	0.1289594961
867	0.1288222197
868	0.128713845
869	0.1285215468
870	0.1283877583
871	0.1281953453
872	0.1281911774
873	0.1280469515
874	0.1279205541
875	0.1277854853
876	0.1275824052
877	0.1273835107
878	0.1272431967
879	0.1271364203
880	0.1269857748
881	0.1268354824
882	0.1267658641
883	0.1266293118
884	0.1265766918
885	0.1264765116
886	0.1263078345
887	0.1261368528
888	0.1259969537
889	0.1259553452
890	0.125729112
891	0.1254994173
892	0.1253456988
893	0.1252492539
894	0.1250621214
895	0.1249661357
896	0.1247862264
897	0.1246243663
898	0.1244253924
899	0.1243299453
900	0.1242191246
901	0.1240898485
902	0.1238978416
903	0.1236535062
904	0.1234548237
905	0.1233825297
906	0.1233550939
907	0.1233513851
908	0.1232165636
909	0.1230524606
910	0.122965994
911	0.1227971579
912	0.1227046513
913	0.1225595601
914	0.1223941237
915	0.1221685616
916	0.121972537
917	0.1218182181
918	0.1218059262
919	0.1217382947
920	0.1215872871
921	0.1215200883
922	0.1213589788
923	0.1211895247
924	0.1210879758
925	0.1210125471
926	0.1208780169
927	0.1207066819
928	0.1205764521
929	0.1204709384
930	0.1203758445
931	0.120371968
932	0.1201735504
933	0.1201378758
934	0.1199231309
935	0.1198657955
936	0.1196720668
937	0.1194877423
938	0.1193881891
939	0.1191969505
940	0.1190479386
941	0.1188955094
942	0.1187757435
943	0.1186253717
944	0.1185336599
945	0.1185277435
946	0.1185083521
947	0.118324637
948	0.1182026812
949	0.1180201229
950	0.1178688857
951	0.1177358655
952	0.117552901
953	0.1174422127
954	0.1172458967
955	0.117098536
956	0.1169351483
957	0.1168440634
958	0.116646308
959	0.1165098793
960	0.1163349239
961	0.1161609839
962	0.1160085723
963	0.1159860727
964	0.1159197922
965	0.1158129539
966	0.1156722513
967	0.1156408242
968	0.1154512899
969	0.115285933
970	0.1151129555
971	0.1150394077
972	0.1149448789
973	0.1147642191
974	0.1146415481
975	0.114592575
976	0.1145113359
977	0.1143840731
978	0.1142717689
979	0.1141368149
980	0.1140187621
981	0.1137950367
982	0.1136958191
983	0.1136600032
984	0.1134713166
985	0.1133429059
986	0.1132680688
987	0.1130723091
988	0.1130532002
989	0.1129867873
990	0.1128441685
991	0.1127030774
992	0.1126441261
993	0.112473992
994	0.1124052478
995	0.1123049706
996	0.1122847756
997	0.1122317141
998	0.112123878
999	0.1120545776
1000	0.1119260962
1001	0.1118487513
1002	0.1117278198
1003	0.111623719
1004	0.1114648789
1005	0.1114232085
1006	0.1112869035
1007	0.1112103445
1008	0.1111074004
1009	0.1109813915
1010	0.1109590066
1011	0.1108796131
1012	0.1107537455
1013	0.1105690678
1014	0.1105665953
1015	0.1105139753
1016	0.1104089385
1017	0.1104060951
1018	0.1103231518
1019	0.1101620423
1020	0.110031424
1021	0.1100213397
1022	0.1099675277
1023	0.1098832068
1024	0.1096352598
1025	0.1095796287
1026	0.1094453458
1027	0.1093256771
1028	0.1091923478
1029	0.1090971038
1030	0.1090221519
1031	0.1089703708
1032	0.1088101002
1033	0.1086688678
1034	0.1086473218
1035	0.1085469386
1036	0.1084885171
1037	0.1083017643
1038	0.1081913763
1039	0.1080451371
1040	0.1078869063
1041	0.1076882944
1042	0.1075240236
1043	0.1073979353
1044	0.1072529323
1045	0.107152761
1046	0.1071015804
1047	0.1069906272
1048	0.1068354959
1049	0.1066785101
1050	0.1065716631
1051	0.1064193575
1052	0.1063401317
1053	0.1063360609
1054	0.1062851893
1055	0.1061039555
1056	0.1059332121
1057	0.1057664689
1058	0.1056376078
1059	0.1055942685
1060	0.1054487711
1061	0.1053252965
1062	0.1051626064
1063	0.1051271349
1064	0.1049997927
1065	0.1048805831
1066	0.1048151415
1067	0.1047019101
1068	0.1046331041
1069	0.1044954392
1070	0.1043941464
1071	0.1042966154
1072	0.1041961085
1073	0.1040981977
1074	0.1039505192
1075	0.1039103323
1076	0.103865174
1077	0.1036701737
1078	0.1036016856
1079	0.1034310394
1080	0.1034032591
1081	0.1033734037
1082	0.1032831754
1083	0.1032808353
1084	0.1032491786
1085	0.1032268202
1086	0.1031595595
1087	0.1031075753
1088	0.1030088257
1089	0.1028639817
1090	0.1027313589
1091	0.1026978919
1092	0.1026117873
1093	0.1025402439
1094	0.1024452736
1095	0.1023481135
1096	0.1021615285
1097	0.102118145
1098	0.1019708638
1099	0.1018602904
1100	0.1017851177
1101	0.1016958342
1102	0.101678774
1103	0.1015833357
1104	0.1014172636
1105	0.1013854214
1106	0.1012717838
1107	0.1011283968
1108	0.1010338769
1109	0.1009027111
1110	0.1008071404
1111	0.1007373189
1112	0.1005856844
1113	0.10056239
1114	0.1005397666
1115	0.1004391361
1116	0.1003158205
1117	0.1001863501
1118	0.1000647917
1119	0.09995329989
1120	0.09995143669
1121	0.09982168373
1122	0.09976287369
1123	0.09962451999
1124	0.09954146185
1125	0.09938914739
1126	0.09930730784
1127	0.09923754818
1128	0.09907959114
1129	0.09887003844
1130	0.09878041936
1131	0.09858790921
1132	0.09844982925
1133	0.09835189199
1134	0.09834985218
1135	0.0982696639
1136	0.09816819451
1137	0.09797317655
1138	0.0978498874
1139	0.09779517464
1140	0.09765540808
1141	0.09750395899
1142	0.09750219293
1143	0.09734434184
1144	0.09727558002
1145	0.09727373448
1146	0.09720343617
1147	0.09720192619
1148	0.09709961791
1149	0.09694591709
1150	0.09694407155
1151	0.09688977381
1152	0.09686140195
1153	0.09671674338
1154	0.09656716632
1155	0.09642892742
1156	0.09637981309
1157	0.09625557026
1158	0.09616135058
1159	0.09607174916
1160	0.09591755384
1161	0.09584909225
1162	0.09579807939
1163	0.09568992544
1164	0.09563785295
1165	0.09553320464
1166	0.09541797759
1167	0.09541561106
1168	0.09529534188
1169	0.09520408919
1170	0.09503236565
1171	0.09493001323
1172	0.09486967555
1173	0.09481483916
1174	0.09469275094
1175	0.09466000805
1176	0.09455633108
1177	0.09445723705
1178	0.09444861864
1179	0.09433410685
1180	0.09430277682
1181	0.09421585099
1182	0.09407812424
1183	0.0940382906
1184	0.09397656655
1185	0.0939751537
1186	0.09388824553
1187	0.0937486909
1188	0.09366547382
1189	0.09360678741
1190	0.09353721319
1191	0.09340980027
1192	0.09330447203
1193	0.09318227784
1194	0.09310555988
1195	0.0930095653
1196	0.09298979418
1197	0.09298844314
1198	0.09284455282
1199	0.09275092477
1200	0.09262921625
1201	0.09251682373
1202	0.09241725287
1203	0.09231928912
1204	0.09216772524
1205	0.09214172873
1206	0.09205876772
1207	0.09191275812
1208	0.09185668549
1209	0.09167976088
1210	0.09158656551
1211	0.09142438756
1212	0.09140044852
1213	0.09124884932
1214	0.09117672314
1215	0.0911096744
1216	0.09105394615
1217	0.09094461776
1218	0.09088789168
1219	0.09077825423
1220	0.09067025922
1221	0.09057780561
1222	0.09048141366
1223	0.09039125593
1224	0.0903898784
1225	0.09032813669
1226	0.09027534011
1227	0.09015614824
1228	0.0900646483
1229	0.08997363403
1230	0.08986652206
1231	0.08986513569
1232	0.08977586983
1233	0.08963530854
1234	0.08963390452
1235	0.08961597011
1236	0.08952374608
1237	0.08948667633
1238	0.08945168171
1239	0.08929459003
1240	0.08929330081
1241	0.08919096604
1242	0.0890887814
1243	0.08900565262
1244	0.08893750008
1245	0.08891769364
1246	0.08879969386
1247	0.08864398855
1248	0.08859538638
1249	0.08852889395
1250	0.0884897844
1251	0.08841512391
1252	0.08829685039
1253	0.08818954415
1254	0.08813865492
1255	0.08805833419
1256	0.08805686835
1257	0.08797364244
1258	0.08791740203
1259	0.08778540617
1260	0.08774544007
1261	0.08766322964
1262	0.08759943929
1263	0.08745010066
1264	0.08739546737
1265	0.08733105007
1266	0.08723773991
1267	0.08719053293
1268	0.08708544311
1269	0.08708420686
1270	0.08699550614
1271	0.08694429902
1272	0.08685908628
1273	0.08675525036
1274	0.08661957225
1275	0.08657386643
1276	0.08654459387
1277	0.08645607858
1278	0.0863873874
1279	0.0863053889
1280	0.08624873346
1281	0.08613615551
1282	0.08598795599
1283	0.08593712857
1284	0.08584421578
1285	0.08575717516
1286	0.08568149035
1287	0.08559426429
1288	0.08554753416
1289	0.08546632156
1290	0.08534240546
1291	0.08526628796
1292	0.08511928053
1293	0.08507569399
1294	0.08498474153
1295	0.08487766488
1296	0.08475550601
1297	0.08471319988
1298	0.08464253953
1299	0.08460662655
1300	0.08452149328
1301	0.08441465505
1302	0.08439086613
1303	0.08427773186
1304	0.08419350812
1305	0.08417879678
1306	0.08406432031
1307	0.08406291628
1308	0.08397577853
1309	0.08386715657
1310	0.08377765228
1311	0.08368711485
1312	0.08358461231
1313	0.08357790126
1314	0.08354765736
1315	0.08344981724
1316	0.08331079243
1317	0.08325948818
1318	0.08320265614
1319	0.08316420885
1320	0.08302059227
1321	0.08292896871
1322	0.08285268344
1323	0.0827889549
1324	0.08274498866
1325	0.08264086134
1326	0.08257504002
1327	0.08255556913
1328	0.08248035233
1329	0.08240052609
1330	0.08228578471
1331	0.08222909395
1332	0.08215053928
1333	0.08207808638
1334	0.08207683247
1335	0.08201419007
1336	0.0819416312
1337	0.08184873606
1338	0.08179939215
1339	0.08171265176
1340	0.08167512283
1341	0.08156754285
1342	0.08142880944
1343	0.081424721
1344	0.0813838807
1345	0.08131362654
1346	0.08124167697
1347	0.08122318624
1348	0.08115505137
1349	0.08102771793
1350	0.08093037231
1351	0.08085376031
1352	0.08082694258
1353	0.08073377371
1354	0.08062697963
1355	0.08053544437
1356	0.08049455108
1357	0.08046639114
1358	0.08039150106
1359	0.08030244713
1360	0.08022803389
1361	0.08018601032
1362	0.08008074388
1363	0.08001884323
1364	0.0799469643
1365	0.0799004196
1366	0.07977703331
1367	0.07971771995
1368	0.07965786793
1369	0.07965671999
1370	0.07952284327
1371	0.07944652267
1372	0.07939118296
1373	0.07922713298
1374	0.07918734349
1375	0.07913323119
1376	0.07903351904
1377	0.07892495889
1378	0.07886327899
1379	0.07877177022
1380	0.07868657514
1381	0.07865943069
1382	0.07858713673
1383	0.07847717256
1384	0.07843120183
1385	0.07835446621
1386	0.07834439963
1387	0.07833759144
1388	0.07828177489
1389	0.07821269517
1390	0.07814047185
1391	0.07804860104
1392	0.07796812136
1393	0.07790995594
1394	0.07790479902
1395	0.07784659828
1396	0.07781674291
1397	0.07774137599
1398	0.07771585632
1399	0.07763566804
1400	0.07759014766
1401	0.0775313023
1402	0.07749433852
1403	0.0773805773
1404	0.0772699067
1405	0.07715160669
1406	0.07704163369
1407	0.07694147119
1408	0.07684663339
1409	0.07679184998
1410	0.07674421915
1411	0.07668412871
1412	0.07660750789
1413	0.07657228368
1414	0.07644017303
1415	0.07630860102
1416	0.07621932633
1417	0.07620740537
1418	0.07612432957
1419	0.07603650305
1420	0.07596103017
1421	0.07586432917
1422	0.07579250321
1423	0.07569263212
1424	0.07560280111
1425	0.07553080738
1426	0.07551697908
1427	0.07548049213
1428	0.07541679009
1429	0.075382184
1430	0.07534218258
1431	0.07528983635
1432	0.0752517776
1433	0.07517921873
1434	0.07513312438
1435	0.07509827987
1436	0.07503056886
1437	0.07497799304
1438	0.07495192589
1439	0.07492250321
1440	0.07486645707
1441	0.07481609766
1442	0.07468304216
1443	0.07464199876
1444	0.07458546695
1445	0.07458396579
1446	0.07449164463
1447	0.07440121316
1448	0.07432310884
1449	0.07424041275
1450	0.07417380552
1451	0.07413118149
1452	0.07411917223
1453	0.07402257719
1454	0.07393217221
1455	0.07388036022
1456	0.073774224
1457	0.07370708695
1458	0.07364296988
1459	0.07357334269
1460	0.07349064659
1461	0.0733991025
1462	0.07331155855
1463	0.07325344169
1464	0.07323100381
1465	0.07322993092
1466	0.07316104106
1467	0.07315648019
1468	0.0730502071
1469	0.07303147796
1470	0.07295407123
1471	0.07291891767
1472	0.07287306173
1473	0.07284737429
1474	0.07274517198
1475	0.07267614524
1476	0.07265257266
1477	0.07255436608
1478	0.07249054924
1479	0.07239355684
1480	0.07235149353
1481	0.07227930112
1482	0.07221057903
1483	0.07214506236
1484	0.07211289786
1485	0.07203143359
1486	0.07194874191
1487	0.07188643948
1488	0.07181579679
1489	0.07173809425
1490	0.07166636543
1491	0.07159671616
1492	0.07151811293
1493	0.07148072087
1494	0.0713655468
1495	0.07134479992
1496	0.07124450497
1497	0.07115356134
1498	0.07105433044
1499	0.07098684902
1500	0.070906621
1501	0.07083547057
1502	0.07078187043
1503	0.07077116806
1504	0.07073708297
1505	0.07067052873
1506	0.07059525453
1507	0.07056123124
1508	0.07052397164
1509	0.07046295402
1510	0.07035582439
